Index,Subindex,Objectname,Datatype,Access,Defaultvalue,Variable,LowLimit,HighLimit,hasDefault,hasLimit,refuseRead,refuseWrite,defaultInEDS,ImplementationType,Size
0x20a3,0x00,POS_refresoedge,UNSIGNED16,rw,0,POS_refresoedge,0,0,no,no,no,no,1,Variable,0
0x20a4,0x00,PositionWindow,INTEGER16,rw,0,PositionWindow,0,0,no,no,no,no,1,Variable,0
0x20a5,0x00,PositionZeroCapture1,UNSIGNED16,ro,0,PositionZeroCapture1,0,0,no,no,no,no,0,Variable,0
0x20a6,0x00,PowerOut,UNSIGNED16,ro,0,PowerOut,0,0,no,no,no,no,0,Variable,0
0x20a7,0x00,error_register,INTEGER16,ro,0,error_register,0,0,no,no,no,no,0,Variable,0
0x20a8,0x00,REGID_PWM1,INTEGER16,ro,0,em_PWM1,0,0,no,no,no,no,0,Variable,0
0x20a9,0x00,REGID_PWM2,INTEGER16,ro,0,em_PWM2,0,0,no,no,no,no,0,Variable,0
0x20aa,0x00,REGID_PWM3,UNSIGNED16,ro,0,em_PWM3,0,0,no,no,no,no,0,Variable,0
0x20ab,0x00,PWM_enum,UNSIGNED16,rw,0,PWM_enum,0,0,no,no,no,no,1,Variable,0
0x20ac,0x00,PWM3,INTEGER16,ro,0,PWM3,0,0,no,no,no,no,0,Variable,0
0x20ad,0x00,REGLER_I_con_pc,UNSIGNED16,rw,0,REGLER_I_con_pc,0,0,no,no,no,no,1,Variable,0
0x20ae,0x00,REGLER_I_geraet,UNSIGNED16,rw,0,REGLER_I_geraet,0,0,no,no,no,no,1,Variable,0
0x20af,0x00,USER_iist_100pc,UNSIGNED16,rw,0,USER_iist_100pc,0,0,no,no,no,no,1,Variable,0
0x20b0,0x00,REGLER_I_max_pc,UNSIGNED16,rw,0,REGLER_I_max_pc,0,0,no,no,no,no,1,Variable,0
0x20b1,0x00,KernStatus.all,UNSIGNED32,ro,0,KernStatus.all,0,0,no,no,no,no,0,Variable,0
0x20b2,0x00,MaskStatus.all,UNSIGNED32,wo,0,MaskStatus.all,0,0,no,no,no,no,0,Variable,0
0x20b3,0x00,InfoTimer1_max,UNSIGNED16,ro,0,InfoTimer1_max,0,0,no,no,no,no,0,Variable,0
0x20b4,0x00,SpeedActual,INTEGER16,ro,0,SpeedActual,0,0,no,no,no,no,0,Variable,0
0x20b5,0x00,SpeedActualfilt,INTEGER16,ro,0,SpeedActualfilt,0,0,no,no,no,no,0,Variable,0
0x20b6,0x00,SPEED_calib_rapid,INTEGER16,rw,0,SPEED_calib_rapid,0,0,no,no,no,no,1,Variable,0
0x20b7,0x00,SPEED_calib_slow,INTEGER16,rw,0,SPEED_calib_slow,0,0,no,no,no,no,1,Variable,0
0x20b8,0x00,SpeedCommand,INTEGER16,ro,0,SpeedCommand,0,0,no,no,no,no,0,Variable,0
0x20b9,0x00,SpeedCmdRamped,INTEGER16,ro,0,SpeedCmdRamped,0,0,no,no,no,no,0,Variable,0
0x20ba,0x00,SpeedSetPoint,INTEGER16,rw,0,SpeedSetPoint,0,0,no,no,no,no,1,Variable,0
0x20bb,0x00,DZR_seq,UNSIGNED16,ro,0,DZR_seq,0,0,no,no,no,no,0,Variable,0
0x20bc,0x00,USER_SPEED_ramp_acc,INTEGER32,rw,0,USER_SPEED_ramp_acc,0,0,no,no,no,no,1,Variable,0
0x20bd,0x00,USER_SPEED_ramp_dec,INTEGER32,rw,0,USER_SPEED_ramp_dec,0,0,no,no,no,no,1,Variable,0
0x20be,0x00,USER_SPEED_ramp_stop,INTEGER16,rw,0,USER_SPEED_ramp_stop,0,0,no,no,no,no,1,Variable,0
0x20bf,0x00,SpeedError,INTEGER16,ro,0,SpeedError,0,0,no,no,no,no,0,Variable,0
0x20c0,0x00,USER_SPEED_intmax,INTEGER16,rw,0,USER_SPEED_intmax,0,0,no,no,no,no,1,Variable,0
0x20c1,0x00,SPEED_ist_filter_USER,INTEGER16,rw,0,SPEED_ist_filter_USER,0,0,no,no,no,no,1,Variable,0
0x20c2,0x00,USER_SPEED_td,INTEGER16,rw,0,USER_SPEED_td,0,0,no,no,no,no,1,Variable,0
0x20c3,0x00,USER_SPEED_ti,INTEGER16,rw,0,USER_SPEED_ti,0,0,no,no,no,no,1,Variable,0
0x20c4,0x00,USER_SPEED_v,INTEGER16,rw,0,USER_SPEED_v,0,0,no,no,no,no,1,Variable,0
0x20c5,0x00,USER_SPEED_ks,INTEGER16,rw,0,USER_SPEED_ks,0,0,no,no,no,no,1,Variable,0
0x20c6,0x00,SPEED_limit,INTEGER16,rw,0,SPEED_limit,0,0,no,no,no,no,1,Variable,0
0x20c7,0x00,SPEED_limit_clip_neg,INTEGER16,rw,0,SPEED_limit_clip_neg,0,0,no,no,no,no,1,Variable,0
0x20c8,0x00,SPEED_limit_clip_pos,INTEGER16,rw,0,SPEED_limit_clip_pos,0,0,no,no,no,no,1,Variable,0
0x20c9,0x00,SPEED_rpm_max,UNSIGNED16,rw,0,SPEED_rpm_max,0,0,no,no,no,no,1,Variable,0
0x20ca,0x00,SPEED_rpm_max_int,UNSIGNED16,ro,0,SPEED_rpm_max_int,0,0,no,no,no,no,0,Variable,0
0x20cb,0x00,T_motor,UNSIGNED16,ro,0,T_motor,0,0,no,no,no,no,0,Variable,0
0x20cc,0x00,T_igbt,UNSIGNED16,ro,0,T_igbt,0,0,no,no,no,no,0,Variable,0
0x20cd,0x00,T_air,UNSIGNED16,ro,0,T_air,0,0,no,no,no,no,0,Variable,0
0x20ce,0x00,Temp_Debug,INTEGER16,ro,0,Temp_Debug,0,0,no,no,no,no,0,Variable,0
0x20cf,0x00,lookup_temp1_ptr,UNSIGNED16,ro,0,lookup_temp1_ptr,0,0,no,no,no,no,0,Variable,0
0x20d0,0x00,lookup_temp2_ptr,UNSIGNED16,ro,0,lookup_temp2_ptr,0,0,no,no,no,no,0,Variable,0
0x20d1,0x00,timer_delta,UNSIGNED16,ro,0,timer_delta,0,0,no,no,no,no,0,Variable,0
0x20d2,0x00,Ipeak_Timeout,UNSIGNED16,rw,0,Ipeak_Timeout,0,0,no,no,no,no,1,Variable,0
0x20d3,0x00,TorqueSetPoint,INTEGER16,rw,0,TorqueSetPoint,0,0,no,no,no,no,1,Variable,0
0x20d4,0x00,uf_extra,INTEGER32,rw,0,uf_extra,0,0,no,no,no,no,1,Variable,0
0x20d5,0x00,udc32,INTEGER32,rw,0,udc32,0,0,no,no,no,no,1,Variable,0
0x20d6,0x00,tdc32,INTEGER32,rw,0,tdc32,0,0,no,no,no,no,1,Variable,0
0x20d7,0x00,umin32,INTEGER32,rw,0,umin32,0,0,no,no,no,no,1,Variable,0
0x20d8,0x00,fmin32,INTEGER32,rw,0,fmin32,0,0,no,no,no,no,1,Variable,0
0x20d9,0x00,ueck32,INTEGER32,rw,0,ueck32,0,0,no,no,no,no,1,Variable,0
0x20da,0x00,feck32,INTEGER32,rw,0,feck32,0,0,no,no,no,no,1,Variable,0
0x20db,0x00,uf_special,INTEGER32,rw,0,uf_special,0,0,no,no,no,no,1,Variable,0
0x20dc,0x00,Powf,INTEGER16,rw,0,Powf,0,0,no,no,no,no,1,Variable,0
0x20de,0x00,USER_t_brake,INTEGER16,rw,0,USER_t_brake,0,0,no,no,no,no,1,Variable,0
0x20df,0x00,(LOGIC_var[0]),INTEGER32,rw,0,(LOGIC_var[0]),0,0,no,no,no,no,1,Variable,0
0x20e0,0x00,(LOGIC_var[1]),INTEGER32,rw,0,(LOGIC_var[1]),0,0,no,no,no,no,1,Variable,0
0x20e1,0x00,(LOGIC_var[2]),INTEGER32,rw,0,(LOGIC_var[2]),0,0,no,no,no,no,1,Variable,0
0x20e2,0x00,(LOGIC_var[3]),INTEGER32,rw,0,(LOGIC_var[3]),0,0,no,no,no,no,1,Variable,0
0x20e3,0x00,Vd_16,INTEGER16,ro,0,Vd_16,0,0,no,no,no,no,0,Variable,0
0x20e4,0x00,Vq_16,INTEGER16,ro,0,Vq_16,0,0,no,no,no,no,0,Variable,0
0x20e5,0x00,Vfilt_16,INTEGER16,ro,0,Vfilt_16,0,0,no,no,no,no,0,Variable,0
0x20e6,0x00,Vred_16,INTEGER16,rw,0,Vred_16,0,0,no,no,no,no,1,Variable,0
0x20e7,0x00,USER_V_kp,UNSIGNED16,rw,0,USER_V_kp,0,0,no,no,no,no,1,Variable,0
0x20e8,0x00,USER_V_ki,UNSIGNED16,rw,0,USER_V_ki,0,0,no,no,no,no,1,Variable,0
0x20e9,0x00,WorkOut,UNSIGNED16,ro,0,WorkOut,0,0,no,no,no,no,0,Variable,0
